company,description,location,review,salary,star,title
DEPT OF HEALTH/MENTAL HYGIENE,"Experience managing, cleaning, analyzing and reporting on quantitative data from multiple sources. High level or proficiency with Microsoft Excel, statistical...","Manhattan, NY",7.0,62693.0,52.8,"PECO Data Analyst, Bureau of Emergency Field Operations"
Harnham,"VP, Data Scientist - Banking. Data Scientist | Predictive Models | Machine Learning | Banking. Expertise in utilizing relational databases for data storage and...","New York, NY",,180000.0,,"VP, Data Scientist - Banking"
DEPT OF HEALTH/MENTAL HYGIENE,"Two years as a City Research Scientist Level I can be substituted for the experience required in ""1"" and ""2"" above....","Queens, NY",7.0,65977.0,52.8,"Provider Specialist, Bureau of HIV/AIDS Prevention and Control"
DEPT OF HEALTH/MENTAL HYGIENE,"Perform data analyses for routine reports, data requests, evaluation projects, surveillance projects and other special epidemiologic analyses....","Queens, NY",7.0,90615.0,52.8,"Senior Research Analyst, Bureau of Maternal Infant and Reproductive Health"
DEPT OF HEALTH/MENTAL HYGIENE,A general appreciation for data quality. Create visualizations and presentations summarizing program data. Two years as a City Research Scientist Level I can be...,"Manhattan, NY",7.0,90981.0,52.8,"Research Scientist, Bureau of Veterinary and Pest Control Services"
DEPT OF HEALTH/MENTAL HYGIENE,"-Perform statistical analyses of large, complex data sets, surveillance and epidemiological data, and other relevant data sets....","Queens, NY",7.0,78790.5,52.8,"Evaluation Specialist, Disease Control Administration"
DEPT OF HEALTH/MENTAL HYGIENE,"-Data analysis and interpretation (using STD surveillance registry, linked index patient and sex partner data [""partner services data""], and other data sources)...","Queens, NY",7.0,79249.5,52.8,"City Research Scientist, Bureau of Sexually Transmitted Disease Control"
DEPT OF HEALTH/MENTAL HYGIENE,O Staff training data o All-staff survey data o Core Team data o Workgroup members interviews o Administrative data o Other data collected as part of the...,"Queens, NY",7.0,62693.0,52.8,"Data Analyst, Bureau of Division Management/Center for Health Equity"
OFFICE OF THE COMPTROLLER,Exceptional writing skills and ability to perform complex data and/or legal analysis; The office of Comptroller Scott M....,"Manhattan, NY",5.0,75000.0,51.0,Senior Research Analyst
DEPARTMENT OF TRANSPORTATION,"Draft summaries, plans, reports, presentations, track data and maintain databases. Proficiency with GIS, strong communication skills, ability to research...","Manhattan, NY",603.0,79249.5,52.2,Environmental Compliance Specialist
DEPT OF HEALTH/MENTAL HYGIENE,"-Assisting in survey intake, data capture processes, data cleaning and outreach for Registry follow-up surveys and ancillary studies....","Manhattan, NY",7.0,65977.0,52.8,"Panel Maintenance Analyst, World Trade Center Health Registry"
Harnham,"Senior Data Scientist - Consulting. As a Senior Data Scientist, you will utilize your skills in predictive analytics including model building, machine learning...","New York, NY",,180000.0,,Senior Data Scientist
Social Science Research Council,And provide opportunities for new generations of social scientists to address how to make democracies govern more effectively....,"Brooklyn, NY",2.0,33000.0,60.0,Education Research and Anxieties of Democracy: Program Assistant
Isaacson Search Company,"Data Scientist, Big Data, SQL, NoSQL, C++, Python, R, SPSS, SAS,. Major hedge fund has an expanding group in Data Science and is looking for top candidates...","New York, NY 10003 (Greenwich Village area)",,200000.0,,Data Scientist
DEPT OF HEALTH/MENTAL HYGIENE,"Develop and implement an update and improvement process to manage epidemiological data and maintain communication with PPC bureaus around data updating,...","Queens, NY",7.0,100803.0,52.8,"Senior Epidemiologist, Prevention and Primary Care"
DEPT OF HEALTH/MENTAL HYGIENE,-Supporting the development and implementation of the New York City Drinking Water Surveillance Program and Recreational Water Program by assisting senior...,"Queens, NY",7.0,62693.0,52.8,"Scientist, Bureau of Environmental Sciences and Engineering"
"Envisagenics, Inc.","To work with Envisagenics data engineers and bioinformatics scientists to develop, maintain and analyze the company’s proprietary database....","New York, NY",,60000.0,,Bioinformatics Analyst
DEPT OF HEALTH/MENTAL HYGIENE,"This position will be part of a team of data scientists managing and developing tools for enhances measurement and analytics, as well as providing rapid...","Queens, NY",7.0,97866.5,52.8,"Evaluation Lead, Bureau of Systems Strengthening and Access"
DEPT OF HEALTH/MENTAL HYGIENE,-Create visualizations and presentations summarizing program data. -Use ArcGIS to display program data and create maps....,"Manhattan, NY",7.0,62693.0,52.8,"Research Data Analyst , Bureau of Veterinary and Pest Control Services"
AiCure,"Manage requirements for data delivery and analysis. Learn how we combine machine learning, computer vision and big data (video):....","New York, NY",,100000.0,,Senior Project Manager for AI Healthcare Company
DEPT OF HEALTH/MENTAL HYGIENE,"Review program data, assuring data quality and summarizing data on school immunization compliance for the Unit, and internal and external partners....","New York, NY",7.0,65977.0,52.8,"Data Analyst, Bureau of Immunization"
Robert Walters,About the Lead Data Scientist:. A Global leader in the Healthcare Insurance industry is rapidly expanding their Data Science practice and is actively seeking a...,"New York, NY",29.0,125000.0,44.4,Lead Data Scientist
Access Staffing LLC,"Master's or Ph.D. in a quantitative discipline such as mathematics, statistics, operations research, physics, or economics. Sound organizational, analytical,","New York, NY 10017 (Midtown area)",,170000.0,,Senior Quantitative Financial Analyst-Audit Model Risk
DEPT OF ENVIRONMENT PROTECTION,Data and statistical analysis. Computer programming to analyze data and pre/post process model runs. The research scientist will be responsible for the...,"Queens, NY",,90981.0,,"City Research Scientist, Modeling and Water Quality Planning"
AiCure,"Learn how we combine machine learning, computer vision and big data (video):. You'll work with scientists, engineers, designers, and medical doctors, to create...","New York, NY",,45000.0,,Office Manager
Coda Search,Financial Data Management:. Advanced Proficiency with data management/programming tools; Prepare financial models and data using specialized tools;...,"New York, NY 10016 (Gramercy area)",,80000.0,,Capital Markets - Quant Research Analyst
Princeton Consulting,"Candidate will partner with both internal users and external clients in back testing models, risk analytics, research as well as big data processing....","New York, NY 10018 (Clinton area)",,145000.0,,Quantitative Engineer & Analyst
Robert Walters,"About the Principal Data Scientist:. In these business critical and unique positions, the Principal Data Scientist will have the opportunity to develop new...","New York, NY",29.0,145000.0,44.4,Principal Data Scientist
DEPT OF ENVIRONMENT PROTECTION,Ability to collect and analyze relevant data on spreadsheets. Two years as a City Research Scientist Level I can be substituted for the experience required in...,"Queens, NY",,90981.0,,Environmental Health & Safety Auditor
AiCure,"Learn how we combine machine learning, computer vision and big data:. You'll work with scientists, engineers, designers, and medical doctors, to create...","New York, NY",,70000.0,,IT Support Specialist
3coast,The amount of data they have and the ambitions for the video analysis capabilities create an environment where you will pick unique challenges and deploy your...,"New York, NY",,127500.0,,Computer Vision / Machine Learning Engineer
Request Technology,Strong logical / physical data modeling across many different data management platforms. Data integration issues and integration patterns....,"Chicago, IL",,100000.0,,Data Integration Architect
"Andrews Engineering, Inc.","Analyzing Data or Information. Collaborate with environmental scientists, planners, hazardous waste technicians, engineers, experts in law or business, or other...","Lombard, IL 60148",,57500.0,,Civil/ Environmental Engineer
Smith Hanley Associates,"-Interpret data, extract insights and build business solutions. -Ability to manipulate complex data sets and communicate insights and recommendations....","Chicago, IL",13.0,85000.0,51.6,CRM Consultant/Sr. Statistical Analyst
Workbridge Associates,"Big Data experience with Hadoop, Spark, Pig. An early stage, funded startup within the fraud analytics and prevention space is looking to build out their...","Chicago, IL",30.0,95000.0,41.4,Software Engineer
All-In Analytics,Experience with data extraction and analysis. Analyzes large amounts of data from our infrastructure systems....,"Downers Grove, IL",,75000.0,,Sr. Machine Learning Developer
Workbridge Associates,"Our client's Data Scientists and Engineers are instrumental in managing data, understanding the needs of the business to analyze data and presenting information...","Chicago, IL",30.0,95000.0,41.4,"Senior Data Engineer (AWS RedShift, MySQL, Python)"
Apex Life Sciences,"Analyze and interpret the results including statistical analyses, and creating graphs/figures for data presentations and publications....","Philadelphia, PA",9.0,50000.0,52.2,"Research Scientist (Gene Therapy, Molecular Cloning, ELISA)"
Jobspring Partners,"Experience with Data Mining. This agency, specializing in the healthcare industry, is seeking a Machine Learning Researcher to join their Data Science team....","Philadelphia, PA",15.0,115000.0,39.0,Machine Learning Researcher
DEPT OF YOUTH & COMM DEV SRVS,Collecting and analyzing data; Assist with drafting evaluation designs and developing data collection tools;...,"Manhattan, NY",,77643.0,,Research Associate
